Record_ID,District,Timestamp,Date,Time,Day_of_Week,Intersection_Name,Zone,Road_Type,Vehicle_Count,Vehicle_Type_Dominant,Average_Speed_kmh,Congestion_Level,Queue_Length_meters,Signal_Cycle_Seconds,Green_Time_Ratio,Pedestrian_Count,Weather_Condition,Temperature_Celsius,Visibility_meters,Incident_Type,Incident_Severity,Travel_Time_Index,Occupancy_Rate,Air_Quality_Index
237,Salem,06-06-2024 07:03,06-06-2024,7:03,Thursday,Sankari_Main_Road,Seelanaickenpatti,Main_Road,459,Heavy_Vehicles,65.65,High,16,133,0.31,107,Hot,33.2,794.5,Accident,None,2.02,0.25,212
238,Salem,06-06-2024 19:47,06-06-2024,19:47,Thursday,Cherry_Road_Junction,Hasthampatti,National_Highway,572,Heavy_Vehicles,57,High,78,126,0.33,231,Clear,37.3,323.5,None,Minor,0.83,0.69,125
239,Salem,07-06-2024 07:51,07-06-2024,7:51,Friday,Sankari_Main_Road,Seelanaickenpatti,State_Highway,471,Two_Wheeler_Dominant,55.92,High,75,99,0.34,87,Rain,18.7,980.7,Breakdown,None,2.31,0.84,231
240,Salem,07-06-2024 14:02,07-06-2024,14:02,Friday,Seelanaickenpatti_Signal,Omalur_Road,Main_Road,452,Mixed,33.69,High,45,146,0.5,105,Clear,21,297.6,Accident,Minor,1.31,0.61,134
241,Salem,08-06-2024 17:00,08-06-2024,17:00,Saturday,Kitchipalayam_Signal,Hasthampatti,Main_Road,563,Mixed,36.07,Moderate,50,170,0.4,260,Rain,30.3,684.4,Road_Work,Minor,1.86,0.73,124
242,Salem,08-06-2024 18:43,08-06-2024,18:43,Saturday,Seelanaickenpatti_Signal,Fairlands,Main_Road,550,Mixed,39.87,Moderate,2,154,0.42,83,Clear,37.1,669.1,None,None,2.24,0.82,142
243,Salem,09-06-2024 13:38,09-06-2024,13:38,Sunday,Kondalampatti_Junction,Kondalampatti,State_Highway,532,Two_Wheeler_Dominant,63.25,Moderate,45,149,0.53,208,Rain,32,250.6,Accident,Major,2.48,0.15,197
244,Salem,10-06-2024 03:47,10-06-2024,3:47,Monday,Hasthampatti_Circle,Hasthampatti,State_Highway,364,Two_Wheeler_Dominant,37.48,Low,4,72,0.41,219,Rain,26.6,344,Road_Work,None,0.95,0.33,80
245,Salem,10-06-2024 08:13,10-06-2024,8:13,Monday,Attur_Road_Junction,Seelanaickenpatti,Main_Road,490,Two_Wheeler_Dominant,21.16,Moderate,58,94,0.62,24,Rain,37.7,547.8,Accident,None,2.72,0.7,80
246,Salem,11-06-2024 14:39,11-06-2024,14:39,Tuesday,Cherry_Road_Junction,Ammapet,State_Highway,305,Mixed,54.6,High,11,121,0.3,110,Clear,25.5,733.3,Market_Congestion,Minor,2.11,0.19,184
247,Salem,12-06-2024 17:05,12-06-2024,17:05,Wednesday,Steel_Plant_Signal,Kitchipalayam,Main_Road,251,Heavy_Vehicles,40.41,Low,67,157,0.49,239,Fog,31,746.6,Accident,Moderate,1.99,0.84,220
248,Salem,13-06-2024 14:28,13-06-2024,14:28,Thursday,Sankari_Main_Road,Omalur_Road,National_Highway,232,Mixed,49.1,High,13,134,0.52,211,Cloudy,26.8,756.1,Market_Congestion,Moderate,1.55,0.41,176
249,Salem,13-06-2024 21:06,13-06-2024,21:06,Thursday,Cherry_Road_Junction,Sankari_Main_Road,National_Highway,421,Two_Wheeler_Dominant,16.01,Moderate,60,164,0.48,52,Clear,19.7,768.6,Road_Work,None,0.88,0.6,88
250,Salem,14-06-2024 00:11,14-06-2024,0:11,Friday,Attur_Road_Junction,Omalur_Road,State_Highway,528,Mixed,48.43,Moderate,23,163,0.53,278,Rain,22.7,450.5,None,Minor,2.45,0.31,228
251,Salem,14-06-2024 03:49,14-06-2024,3:49,Friday,Ammapet_Signal,Kitchipalayam,National_Highway,312,Car_Dominant,50.83,Low,46,94,0.35,189,Rain,31.3,626,Breakdown,Minor,1.42,0.75,224
252,Salem,14-06-2024 15:01,14-06-2024,15:01,Friday,Attur_Road_Junction,Ammapet,Main_Road,296,Mixed,19.5,High,48,141,0.61,25,Rain,28.6,246.4,None,Major,1.92,0.93,84
253,Salem,15-06-2024 01:14,15-06-2024,1:14,Saturday,Steel_Plant_Signal,Omalur_Road,Inner_Road,246,Mixed,68.9,Moderate,76,110,0.49,6,Hot,19.2,859.3,Breakdown,Minor,1.11,0.57,67
254,Salem,15-06-2024 05:31,15-06-2024,5:31,Saturday,Five_Roads,Ammapet,Main_Road,137,Mixed,64.39,High,54,72,0.5,214,Fog,40.9,358.7,None,None,1.49,0.69,66
255,Salem,17-06-2024 21:54,17-06-2024,21:54,Monday,Saradha_College_Signal,Hasthampatti,National_Highway,380,Mixed,53.21,Low,30,87,0.66,185,Hot,20.5,922.4,Breakdown,None,0.89,0.62,55
256,Salem,18-06-2024 19:20,18-06-2024,19:20,Tuesday,Five_Roads,Ammapet,Inner_Road,483,Two_Wheeler_Dominant,42.65,High,53,160,0.51,282,Rain,21.4,743,Road_Work,Minor,1.02,0.82,204
257,Salem,19-06-2024 13:51,19-06-2024,13:51,Wednesday,Steel_Plant_Signal,Kitchipalayam,Inner_Road,425,Mixed,55.2,Moderate,14,99,0.58,62,Clear,35.5,372.6,None,None,2.27,0.3,50
258,Salem,21-06-2024 03:05,21-06-2024,3:05,Friday,Hasthampatti_Circle,Cherry_Road,National_Highway,388,Mixed,49.12,Low,63,137,0.49,247,Clear,39.9,156,None,Moderate,1.68,0.8,141
259,Salem,21-06-2024 12:17,21-06-2024,12:17,Friday,Attur_Road_Junction,Ammapet,Main_Road,569,Two_Wheeler_Dominant,62.84,High,65,155,0.49,266,Clear,32.9,659.2,None,Minor,2.61,0.59,122
260,Salem,22-06-2024 00:37,22-06-2024,0:37,Saturday,Saradha_College_Signal,Attur_Road,National_Highway,368,Mixed,28.88,Moderate,12,94,0.43,248,Rain,19.7,126.3,Accident,None,1.9,0.3,91
261,Salem,22-06-2024 03:15,22-06-2024,3:15,Saturday,Five_Roads,Sankari_Main_Road,State_Highway,477,Mixed,47.65,Severe,24,115,0.62,110,Clear,23.3,808.8,Breakdown,Minor,1.1,0.77,234
262,Salem,22-06-2024 03:29,22-06-2024,3:29,Saturday,Seelanaickenpatti_Signal,Cherry_Road,National_Highway,201,Mixed,48.87,Moderate,36,96,0.63,126,Cloudy,30.5,254.5,Accident,None,1.73,0.16,172
263,Salem,23-06-2024 00:54,23-06-2024,0:54,Sunday,Hasthampatti_Circle,Sankari_Main_Road,Main_Road,384,Mixed,49.77,Moderate,45,140,0.44,124,Clear,27,566.8,None,Minor,1.5,0.77,60
264,Salem,23-06-2024 05:03,23-06-2024,5:03,Sunday,Seelanaickenpatti_Signal,Attur_Road,Main_Road,179,Mixed,20.47,Low,31,82,0.62,48,Clear,36.1,624.6,None,Minor,1.98,0.91,110
265,Salem,24-06-2024 06:43,24-06-2024,6:43,Monday,Kitchipalayam_Signal,Steel_Plant,Main_Road,482,Mixed,46.97,Low,29,102,0.68,33,Clear,26.7,354.2,Accident,None,2.51,0.39,70
266,Salem,25-06-2024 13:47,25-06-2024,13:47,Tuesday,Five_Roads,Kondalampatti,State_Highway,326,Mixed,62.4,Moderate,39,176,0.63,164,Clear,34.5,325.8,Breakdown,None,2.28,0.91,212
267,Salem,25-06-2024 18:19,25-06-2024,18:19,Tuesday,Five_Roads,Omalur_Road,State_Highway,488,Mixed,46.24,Low,65,88,0.38,20,Rain,33.6,101.8,None,None,2.61,0.19,65
268,Salem,25-06-2024 19:16,25-06-2024,19:16,Tuesday,Cherry_Road_Junction,Attur_Road,State_Highway,571,Two_Wheeler_Dominant,26.71,Low,35,95,0.65,275,Rain,37.3,107.1,Accident,Minor,1.06,0.41,67
269,Salem,27-06-2024 02:56,27-06-2024,2:56,Thursday,New_Bus_Stand_Junction,Sankari_Main_Road,State_Highway,521,Heavy_Vehicles,45.62,Moderate,18,144,0.58,240,Cloudy,27.2,946.7,None,Moderate,2.14,0.17,161
270,Salem,27-06-2024 13:21,27-06-2024,13:21,Thursday,Kondalampatti_Junction,New_Suramangalam,National_Highway,141,Mixed,29.98,Moderate,23,147,0.41,17,Clear,33,655.1,Accident,None,1.37,0.25,135
271,Salem,29-06-2024 07:40,29-06-2024,7:40,Saturday,Cherry_Road_Junction,Kitchipalayam,Main_Road,126,Car_Dominant,17.04,Low,71,60,0.62,141,Clear,24.4,567.3,None,None,1.43,0.46,103
272,Salem,30-06-2024 06:42,30-06-2024,6:42,Sunday,Attur_Road_Junction,Kondalampatti,Inner_Road,590,Mixed,49.21,High,22,137,0.56,263,Cloudy,23.8,513.7,Accident,Moderate,2.37,0.68,108
273,Salem,30-06-2024 13:26,30-06-2024,13:26,Sunday,Kondalampatti_Junction,Hasthampatti,Main_Road,541,Mixed,26.63,Moderate,79,102,0.39,33,Cloudy,23,926.6,Road_Work,None,1.32,0.25,129
274,Salem,02-07-2024 07:37,02-07-2024,7:37,Tuesday,Omalur_Junction,Ammapet,Inner_Road,525,Mixed,50.73,High,19,147,0.41,233,Hot,23.4,889.6,None,None,2.19,0.9,169
275,Salem,03-07-2024 05:19,03-07-2024,5:19,Wednesday,Steel_Plant_Signal,Omalur_Road,Main_Road,297,Mixed,27.71,Moderate,71,179,0.42,260,Clear,34.2,762.9,Breakdown,None,2.07,0.69,78
276,Salem,04-07-2024 03:43,04-07-2024,3:43,Thursday,Ammapet_Signal,Kondalampatti,National_Highway,184,Heavy_Vehicles,69.32,Low,0,173,0.35,169,Clear,27.6,852.5,None,None,1.89,0.65,171
277,Salem,04-07-2024 18:12,04-07-2024,18:12,Thursday,Kitchipalayam_Signal,Kondalampatti,National_Highway,240,Heavy_Vehicles,36.57,Low,55,128,0.66,119,Clear,37.9,576.7,None,None,1.74,0.51,170
278,Salem,04-07-2024 19:48,04-07-2024,19:48,Thursday,Cherry_Road_Junction,New_Suramangalam,State_Highway,585,Two_Wheeler_Dominant,64.5,Moderate,52,161,0.49,165,Fog,29.9,699.8,Accident,None,2.74,0.77,236
279,Salem,05-07-2024 05:23,05-07-2024,5:23,Friday,Omalur_Junction,Attur_Road,State_Highway,138,Two_Wheeler_Dominant,36.81,High,78,102,0.67,43,Cloudy,20.3,826.3,Breakdown,None,1.95,0.21,150
280,Salem,06-07-2024 16:32,06-07-2024,16:32,Saturday,Steel_Plant_Signal,Sankari_Main_Road,Inner_Road,487,Mixed,32.53,Low,28,109,0.37,186,Fog,18.2,586.8,Accident,Moderate,2.57,0.45,240
281,Salem,07-07-2024 17:57,07-07-2024,17:57,Sunday,Saradha_College_Signal,Cherry_Road,Main_Road,178,Two_Wheeler_Dominant,38.53,High,73,138,0.4,33,Cloudy,25.3,839.2,None,None,1.94,0.75,247
282,Salem,07-07-2024 21:47,07-07-2024,21:47,Sunday,Kitchipalayam_Signal,Steel_Plant,National_Highway,224,Heavy_Vehicles,66.65,Low,37,107,0.7,260,Fog,21,645.1,Breakdown,None,1.39,0.6,51
283,Salem,08-07-2024 18:35,08-07-2024,18:35,Monday,Fairlands_Junction,Omalur_Road,National_Highway,277,Mixed,52.48,Moderate,56,116,0.55,167,Clear,21.4,373.5,Accident,None,2.55,0.43,137
284,Salem,10-07-2024 13:09,10-07-2024,13:09,Wednesday,Saradha_College_Signal,New_Suramangalam,State_Highway,299,Two_Wheeler_Dominant,59.36,Low,4,153,0.51,105,Cloudy,36.4,709.2,None,Moderate,1.44,0.16,191
285,Salem,10-07-2024 14:57,10-07-2024,14:57,Wednesday,Ammapet_Signal,Omalur_Road,State_Highway,578,Mixed,40.44,High,18,114,0.41,53,Rain,35.8,756,Breakdown,Minor,1.98,0.23,94
286,Salem,11-07-2024 12:45,11-07-2024,12:45,Thursday,New_Bus_Stand_Junction,Steel_Plant,Inner_Road,222,Mixed,27.35,Low,67,74,0.68,56,Rain,24.6,279.1,None,None,1.51,0.27,212
287,Salem,12-07-2024 02:35,12-07-2024,2:35,Friday,Attur_Road_Junction,Steel_Plant,State_Highway,271,Mixed,34.28,Moderate,75,65,0.46,197,Hot,35.4,220.8,None,None,2.21,0.19,148
288,Salem,13-07-2024 00:24,13-07-2024,0:24,Saturday,Attur_Road_Junction,Kondalampatti,National_Highway,115,Two_Wheeler_Dominant,34.97,Moderate,41,78,0.59,33,Rain,32.8,135,Procession,None,1.16,0.34,113
289,Salem,13-07-2024 03:22,13-07-2024,3:22,Saturday,New_Bus_Stand_Junction,Kitchipalayam,Inner_Road,423,Two_Wheeler_Dominant,53.72,High,29,100,0.48,211,Rain,36.1,232.6,Accident,Moderate,1.24,0.48,79
290,Salem,14-07-2024 12:42,14-07-2024,12:42,Sunday,Ammapet_Signal,Sankari_Main_Road,Main_Road,108,Two_Wheeler_Dominant,33.38,Moderate,62,65,0.47,83,Clear,33.2,199.4,None,None,1.85,0.59,100
291,Salem,14-07-2024 18:22,14-07-2024,18:22,Sunday,Saradha_College_Signal,New_Suramangalam,National_Highway,228,Car_Dominant,65.84,High,61,127,0.4,182,Hot,35.1,175.2,None,Minor,1,0.89,71
292,Salem,14-07-2024 19:43,14-07-2024,19:43,Sunday,Steel_Plant_Signal,Attur_Road,National_Highway,80,Heavy_Vehicles,41.92,Severe,36,171,0.64,15,Hot,33.8,649.5,Breakdown,Minor,2.53,0.5,248
293,Salem,14-07-2024 20:23,14-07-2024,20:23,Sunday,Saradha_College_Signal,Kondalampatti,Inner_Road,540,Mixed,69.89,Low,13,62,0.39,113,Clear,36.5,403.5,None,None,1.68,0.92,239
294,Salem,15-07-2024 06:58,15-07-2024,6:58,Monday,Kitchipalayam_Signal,Steel_Plant,Inner_Road,212,Mixed,30.88,Low,26,142,0.65,296,Clear,25.6,150.6,Procession,Minor,1.45,0.73,235
295,Salem,15-07-2024 15:25,15-07-2024,15:25,Monday,Omalur_Junction,Cherry_Road,Inner_Road,549,Mixed,60.17,Low,47,83,0.41,233,Fog,27.3,546.6,None,Moderate,1.14,0.4,222
296,Salem,15-07-2024 22:09,15-07-2024,22:09,Monday,Omalur_Junction,Sankari_Main_Road,Main_Road,237,Heavy_Vehicles,23.43,Moderate,61,78,0.4,246,Clear,31.3,261.3,None,Minor,0.81,0.29,248
297,Salem,18-07-2024 13:34,18-07-2024,13:34,Thursday,Kitchipalayam_Signal,Sankari_Main_Road,National_Highway,576,Two_Wheeler_Dominant,65.74,Low,14,101,0.59,245,Cloudy,26.2,884.3,Accident,None,2.62,0.93,207
298,Salem,20-07-2024 18:36,20-07-2024,18:36,Saturday,Kondalampatti_Junction,Kitchipalayam,State_Highway,402,Mixed,39.8,Moderate,66,93,0.6,277,Clear,29.7,706.6,None,Moderate,1.44,0.33,171
299,Salem,21-07-2024 00:16,21-07-2024,0:16,Sunday,Attur_Road_Junction,Kondalampatti,Main_Road,120,Mixed,63.11,Low,27,107,0.55,277,Clear,30.5,579.3,None,Minor,0.97,0.86,147
300,Salem,21-07-2024 20:29,21-07-2024,20:29,Sunday,Steel_Plant_Signal,Fairlands,Main_Road,321,Mixed,19.17,High,77,68,0.41,292,Hot,39.4,964.6,Road_Work,Moderate,1.68,0.59,103
301,Salem,22-07-2024 08:12,22-07-2024,8:12,Monday,Hasthampatti_Circle,Cherry_Road,State_Highway,464,Mixed,52.38,Moderate,51,129,0.67,111,Rain,23.5,536.6,None,Moderate,1.92,0.9,172
302,Salem,23-07-2024 10:17,23-07-2024,10:17,Tuesday,Hasthampatti_Circle,Attur_Road,National_Highway,494,Mixed,58.74,Severe,64,65,0.58,59,Hot,36.9,986.4,None,None,0.86,0.71,222
303,Salem,23-07-2024 21:41,23-07-2024,21:41,Tuesday,Steel_Plant_Signal,Fairlands,National_Highway,218,Mixed,35.29,Moderate,62,170,0.65,77,Clear,32.4,863.2,Breakdown,None,1.43,0.34,184
304,Salem,24-07-2024 01:10,24-07-2024,1:10,Wednesday,Ammapet_Signal,Steel_Plant,National_Highway,250,Car_Dominant,30.61,High,2,92,0.67,189,Hot,20.1,298.8,Road_Work,Moderate,1.93,0.71,57
305,Salem,25-07-2024 16:52,25-07-2024,16:52,Thursday,New_Bus_Stand_Junction,New_Suramangalam,Inner_Road,155,Two_Wheeler_Dominant,60.64,Low,52,114,0.4,179,Clear,30.5,584.5,None,None,1.44,0.66,70
306,Salem,25-07-2024 22:18,25-07-2024,22:18,Thursday,Saradha_College_Signal,Steel_Plant,National_Highway,499,Car_Dominant,44.9,Low,17,76,0.33,259,Clear,18.6,558,Road_Work,Minor,1.76,0.31,149
307,Salem,26-07-2024 23:10,26-07-2024,23:10,Friday,Steel_Plant_Signal,Sankari_Main_Road,Inner_Road,332,Mixed,55.5,High,2,163,0.44,220,Clear,21.3,849.5,Accident,Minor,1.39,0.86,230
308,Salem,27-07-2024 06:06,27-07-2024,6:06,Saturday,Sankari_Main_Road,Seelanaickenpatti,State_Highway,486,Two_Wheeler_Dominant,16.1,Low,57,124,0.47,148,Cloudy,32.7,453.2,None,Minor,1.01,0.43,156
309,Salem,27-07-2024 08:02,27-07-2024,8:02,Saturday,Omalur_Junction,New_Suramangalam,Inner_Road,142,Two_Wheeler_Dominant,27.85,Low,24,109,0.41,91,Clear,36.8,109,None,None,2.74,0.89,111
310,Salem,29-07-2024 01:20,29-07-2024,1:20,Monday,Saradha_College_Signal,Sankari_Main_Road,State_Highway,273,Two_Wheeler_Dominant,42.3,High,42,77,0.37,249,Hot,29.9,832.7,None,None,2.62,0.29,85
311,Salem,30-07-2024 00:11,30-07-2024,0:11,Tuesday,Sankari_Main_Road,Cherry_Road,Main_Road,482,Two_Wheeler_Dominant,21.84,Moderate,8,106,0.63,73,Rain,26.2,480.4,Breakdown,None,1.66,0.51,64
312,Salem,31-07-2024 05:12,31-07-2024,5:12,Wednesday,Five_Roads,Sankari_Main_Road,National_Highway,409,Two_Wheeler_Dominant,44.67,High,25,176,0.35,30,Cloudy,30.7,474.2,None,None,2.32,0.79,117
313,Salem,31-07-2024 10:59,31-07-2024,10:59,Wednesday,Ammapet_Signal,Ammapet,Inner_Road,314,Two_Wheeler_Dominant,31.34,High,45,122,0.7,173,Clear,24.5,194.9,None,None,1.03,0.76,128
314,Salem,31-07-2024 13:21,31-07-2024,13:21,Wednesday,Sankari_Main_Road,New_Suramangalam,National_Highway,125,Mixed,42.82,High,33,142,0.63,290,Cloudy,36.3,597.4,None,None,1.38,0.32,216
315,Salem,31-07-2024 20:36,31-07-2024,20:36,Wednesday,Saradha_College_Signal,Hasthampatti,Inner_Road,112,Car_Dominant,63.22,High,30,158,0.4,173,Clear,18.9,605.9,None,Major,2.42,0.38,194
316,Salem,02-08-2024 07:28,02-08-2024,7:28,Friday,Kitchipalayam_Signal,Ammapet,Main_Road,538,Two_Wheeler_Dominant,63.22,Severe,76,140,0.31,39,Clear,35.8,925.7,None,Minor,1.33,0.94,125
317,Salem,03-08-2024 08:53,03-08-2024,8:53,Saturday,Ammapet_Signal,Attur_Road,State_Highway,465,Two_Wheeler_Dominant,43.54,Low,3,164,0.55,30,Fog,22.8,400.6,Accident,None,2.5,0.75,90
318,Salem,03-08-2024 12:57,03-08-2024,12:57,Saturday,Sankari_Main_Road,Ammapet,National_Highway,178,Mixed,62.97,Moderate,57,113,0.52,209,Fog,25.3,878.8,None,None,2.22,0.84,142
319,Salem,03-08-2024 15:06,03-08-2024,15:06,Saturday,Sankari_Main_Road,Kitchipalayam,State_Highway,133,Two_Wheeler_Dominant,15.72,Low,77,75,0.43,251,Clear,24.9,261.4,Market_Congestion,None,2.19,0.48,51
320,Salem,03-08-2024 21:24,03-08-2024,21:24,Saturday,Fairlands_Junction,Sankari_Main_Road,Main_Road,183,Mixed,49.33,High,58,100,0.64,268,Rain,33.3,939.6,Breakdown,None,2.52,0.52,158
321,Salem,04-08-2024 01:01,04-08-2024,1:01,Sunday,Steel_Plant_Signal,Hasthampatti,National_Highway,100,Mixed,57.48,Moderate,42,172,0.4,109,Fog,27.1,672.4,Breakdown,None,0.81,0.82,73
322,Salem,04-08-2024 08:02,04-08-2024,8:02,Sunday,Attur_Road_Junction,Hasthampatti,State_Highway,326,Mixed,17.85,Moderate,72,89,0.59,290,Fog,39.9,789,Accident,Moderate,2,0.55,100
323,Salem,04-08-2024 10:17,04-08-2024,10:17,Sunday,Omalur_Junction,Ammapet,Main_Road,179,Mixed,16.58,High,67,169,0.33,20,Clear,38.6,901.1,None,Minor,1.48,0.78,208
324,Salem,04-08-2024 22:46,04-08-2024,22:46,Sunday,Seelanaickenpatti_Signal,Kondalampatti,National_Highway,322,Heavy_Vehicles,46.39,Severe,39,111,0.43,147,Rain,26.3,257.7,None,None,0.91,0.67,90
325,Salem,07-08-2024 21:23,07-08-2024,21:23,Wednesday,Attur_Road_Junction,Steel_Plant,State_Highway,393,Two_Wheeler_Dominant,34.93,Low,76,85,0.32,234,Cloudy,38.7,982.3,Breakdown,None,2.51,0.38,207
326,Salem,08-08-2024 02:42,08-08-2024,2:42,Thursday,Five_Roads,New_Suramangalam,Inner_Road,210,Two_Wheeler_Dominant,56.12,Moderate,71,79,0.45,48,Clear,28.3,366.9,Road_Work,None,1.77,0.77,163
327,Salem,09-08-2024 11:40,09-08-2024,11:40,Friday,New_Bus_Stand_Junction,Sankari_Main_Road,Inner_Road,523,Mixed,51.49,Low,12,74,0.46,196,Clear,22.9,973.6,None,None,1.12,0.75,227
328,Salem,09-08-2024 23:20,09-08-2024,23:20,Friday,Attur_Road_Junction,Kondalampatti,State_Highway,536,Mixed,16.24,High,27,123,0.43,259,Clear,33.4,646.1,None,Minor,2.55,0.47,61
329,Salem,10-08-2024 05:46,10-08-2024,5:46,Saturday,Kitchipalayam_Signal,Steel_Plant,Inner_Road,132,Car_Dominant,67.86,Moderate,5,111,0.6,107,Fog,27.3,463.2,Accident,Moderate,1.61,0.52,243
330,Salem,11-08-2024 20:52,11-08-2024,20:52,Sunday,Kitchipalayam_Signal,New_Suramangalam,Inner_Road,296,Two_Wheeler_Dominant,43.91,Low,44,121,0.43,5,Hot,28.8,589.8,None,Moderate,1.98,0.89,245
331,Salem,14-08-2024 09:55,14-08-2024,9:55,Wednesday,Saradha_College_Signal,Omalur_Road,Inner_Road,239,Heavy_Vehicles,15.72,Severe,44,110,0.35,218,Clear,27.8,107.5,Accident,None,2.46,0.29,131
332,Salem,14-08-2024 21:13,14-08-2024,21:13,Wednesday,Fairlands_Junction,Ammapet,National_Highway,417,Mixed,44.34,High,29,97,0.39,215,Rain,23.2,875.5,None,None,2.61,0.95,78
333,Salem,15-08-2024 14:15,15-08-2024,14:15,Thursday,Sankari_Main_Road,Omalur_Road,Inner_Road,540,Heavy_Vehicles,15.98,Severe,26,137,0.5,105,Cloudy,29,582.1,None,None,2.52,0.75,182
334,Salem,17-08-2024 00:05,17-08-2024,0:05,Saturday,Ammapet_Signal,Sankari_Main_Road,Inner_Road,567,Two_Wheeler_Dominant,39.24,Low,52,171,0.64,33,Clear,30.3,661.3,Breakdown,None,0.87,0.42,204
335,Salem,17-08-2024 04:27,17-08-2024,4:27,Saturday,Cherry_Road_Junction,New_Suramangalam,State_Highway,286,Two_Wheeler_Dominant,58.4,High,4,78,0.51,78,Cloudy,20.6,607.7,None,None,1.96,0.67,81
336,Salem,18-08-2024 07:48,18-08-2024,7:48,Sunday,Ammapet_Signal,Seelanaickenpatti,State_Highway,348,Mixed,47.75,High,65,77,0.47,95,Clear,27.8,337.8,Accident,Minor,1.58,0.55,202
337,Salem,20-08-2024 00:46,20-08-2024,0:46,Tuesday,Kondalampatti_Junction,Attur_Road,Inner_Road,349,Mixed,40.34,High,9,104,0.41,168,Clear,31.7,979.6,None,None,2.63,0.53,180
338,Salem,20-08-2024 11:42,20-08-2024,11:42,Tuesday,Seelanaickenpatti_Signal,Sankari_Main_Road,State_Highway,225,Two_Wheeler_Dominant,28.13,Severe,35,76,0.56,57,Rain,33.5,526.8,None,None,0.82,0.67,174
339,Salem,21-08-2024 10:55,21-08-2024,10:55,Wednesday,New_Bus_Stand_Junction,Ammapet,National_Highway,247,Mixed,29.42,Moderate,27,84,0.42,231,Cloudy,41.1,267.1,Road_Work,Minor,1.76,0.38,58
340,Salem,21-08-2024 17:09,21-08-2024,17:09,Wednesday,Kitchipalayam_Signal,Attur_Road,National_Highway,302,Two_Wheeler_Dominant,36.41,Low,74,175,0.55,19,Rain,35.8,552.4,Accident,None,1.42,0.18,90
341,Salem,23-08-2024 08:42,23-08-2024,8:42,Friday,Saradha_College_Signal,Hasthampatti,State_Highway,584,Two_Wheeler_Dominant,17.17,Moderate,12,130,0.42,84,Cloudy,34.3,724.6,None,Moderate,2.05,0.27,115
342,Salem,23-08-2024 22:09,23-08-2024,22:09,Friday,Sankari_Main_Road,Seelanaickenpatti,National_Highway,343,Mixed,24.79,Low,26,158,0.36,214,Cloudy,36.3,202,Accident,None,2.59,0.92,218
343,Salem,24-08-2024 05:03,24-08-2024,5:03,Saturday,Cherry_Road_Junction,Steel_Plant,Main_Road,402,Mixed,61.14,Low,16,65,0.33,74,Cloudy,39.1,358.9,Breakdown,None,2.54,0.77,174
344,Salem,24-08-2024 20:16,24-08-2024,20:16,Saturday,Sankari_Main_Road,Attur_Road,Inner_Road,269,Heavy_Vehicles,66.92,High,46,118,0.46,226,Clear,23.2,261.3,None,None,2.02,0.19,106
345,Salem,25-08-2024 01:35,25-08-2024,1:35,Sunday,Hasthampatti_Circle,Sankari_Main_Road,National_Highway,444,Heavy_Vehicles,58.85,Severe,78,175,0.54,30,Fog,24.9,445.9,None,Minor,1.56,0.26,206
346,Salem,25-08-2024 18:39,25-08-2024,18:39,Sunday,Hasthampatti_Circle,Seelanaickenpatti,Main_Road,449,Mixed,18.69,Low,51,170,0.42,96,Clear,37.9,284.8,None,None,1.54,0.83,207
347,Salem,25-08-2024 22:19,25-08-2024,22:19,Sunday,Sankari_Main_Road,New_Suramangalam,State_Highway,321,Mixed,63.05,High,42,73,0.67,41,Rain,36.6,283.9,Accident,None,0.94,0.9,117
348,Salem,27-08-2024 04:39,27-08-2024,4:39,Tuesday,Sankari_Main_Road,Omalur_Road,Inner_Road,240,Mixed,66.39,Severe,73,114,0.52,150,Hot,28.7,915.5,None,Major,1.55,0.6,207
349,Salem,27-08-2024 23:03,27-08-2024,23:03,Tuesday,Kondalampatti_Junction,Omalur_Road,Main_Road,84,Mixed,33.01,Moderate,55,178,0.45,274,Clear,30.4,955.8,None,None,1.31,0.25,174
350,Salem,28-08-2024 08:21,28-08-2024,8:21,Wednesday,Fairlands_Junction,Fairlands,State_Highway,590,Mixed,28.55,Low,33,85,0.51,280,Cloudy,40.8,845.7,Breakdown,None,2.11,0.74,199
351,Salem,28-08-2024 15:28,28-08-2024,15:28,Wednesday,New_Bus_Stand_Junction,Attur_Road,Inner_Road,102,Mixed,28.1,High,62,119,0.34,202,Rain,21.4,113.9,None,Minor,1.33,0.51,133
352,Salem,29-08-2024 00:39,29-08-2024,0:39,Thursday,Seelanaickenpatti_Signal,Kondalampatti,National_Highway,469,Two_Wheeler_Dominant,57.2,Low,76,106,0.46,29,Clear,20.9,722.9,None,None,1.64,0.6,229
353,Salem,30-08-2024 17:33,30-08-2024,17:33,Friday,Attur_Road_Junction,Attur_Road,National_Highway,526,Two_Wheeler_Dominant,25.01,Low,56,153,0.41,196,Clear,29.4,968.5,Breakdown,None,1.26,0.23,190
354,Salem,30-08-2024 22:58,30-08-2024,22:58,Friday,Saradha_College_Signal,Seelanaickenpatti,Inner_Road,596,Car_Dominant,47.83,Moderate,66,146,0.34,274,Cloudy,27.3,716.6,Accident,None,1.91,0.61,97
355,Salem,31-08-2024 14:16,31-08-2024,14:16,Saturday,Seelanaickenpatti_Signal,Kitchipalayam,Inner_Road,532,Two_Wheeler_Dominant,28.85,Low,11,104,0.32,137,Rain,41.6,734.4,None,Minor,1.69,0.35,180
